uid,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,label
2237355911564,12.0,6.0,0.0,12.0,4.0,22.0,18.0,0.008403361344537815,31.0,14.0,4.0,34.0,19.0,0.0,0,72.0,1092.0,22.0,0,3.2076436139602587,70.0,55.0,0.0,1.0,2928.0,2226.0,490.0,7.0,13.0,6.0,6.0,140.0,1.0,120.0,22.0,6641.0,87.0,9.0,401.0,36.0,0.0,0.0,8.0,27.0,12.0,29.0,135.0,8.0,3.0,,0
2237355911564,3.0,16.0,0.2083333333333333,2.0,1.0,15.0,20.0,0.007874015748031496,45.0,9.0,2.0,45.0,43.0,0.0,0,16.0,3740.0,19.0,0,13.022520250728205,16.0,41.0,0.0,1.0,2250.0,186.0,666.0,3.0,15.0,0.0,4.0,158.0,48.0,39.0,22.0,10509.0,51.0,8.0,0.0,54.0,0.0,0.0,1.0,23.0,24.0,28.0,46.0,15.0,3.0,,0
2237356276040,0.0,12.0,0.030303030303030307,2.0,0.0,40.0,21.0,0.0,134.0,16.0,21.0,109.0,21.0,0.0,0,46.0,2119.0,21.0,0,27.31639358626128,51.0,9.0,0.0,3.0,4654.0,4433.0,18.0,4.0,41.0,0.0,0.0,163.0,5.0,54.0,22.0,6490.0,33.0,26.0,0.0,38.0,,,0.0,29.0,24.0,29.0,147.0,17.0,1.0,,0
2237356502664,2.0,8.0,0.037037037037037035,1.0,1.0,20.0,26.0,0.0,35.0,12.0,6.0,31.0,18.0,0.0,0,30.0,826.0,20.0,0,52.21743147520789,31.0,54.0,0.0,2.0,2531.0,568.0,331.0,7.0,25.0,0.0,0.0,136.0,7.0,40.0,22.0,4476.0,31.0,29.0,0.0,43.0,0.0,0.0,0.0,27.0,16.0,29.0,91.0,15.0,1.0,,0
2237357596856,7.0,0.0,0.0,3.0,2.0,16.0,12.0,0.0,64.0,17.0,11.0,46.0,14.0,0.0,0,20.0,194.0,14.0,0,67.8540851880822,21.0,,0.0,1.0,2847.0,930.0,5.0,1.0,10.0,1.0,4.0,71.0,4.0,26.0,21.0,4030.0,18.0,12.0,0.0,20.0,,0.0,0.0,17.0,17.0,21.0,111.0,17.0,2.0,,1
2237357940267,3.0,,0.2962962962962963,4.0,2.0,12.0,21.0,0.0,28.0,,,26.0,9.0,189.0,0,11.0,225.0,14.0,0,32.34918312606681,13.0,5.0,0.0,,3348.0,,2.0,1.0,8.0,3.0,1.0,76.0,1.0,15.0,17.0,953.0,23.0,15.0,0.0,26.0,,0.0,,18.0,12.0,28.0,63.0,15.0,3.0,,0
2237358380810,1.0,23.0,0.65625,0.0,1.0,12.0,22.0,0.0,44.0,13.0,15.0,35.0,13.0,0.0,0,17.0,1794.0,13.0,0,0.0,21.0,5.0,0.0,3.0,1343.0,1196.0,8.0,4.0,12.0,0.0,1.0,47.0,5.0,24.0,13.0,4063.0,19.0,5.0,1145.0,13.0,,,1.0,16.0,22.0,26.0,89.0,8.0,2.0,,0
2237359502982,0.0,31.0,0.0,0.0,0.0,14.0,28.0,0.0,39.0,1.0,9.0,38.0,16.0,0.0,0,21.0,500.0,18.0,0,0.0,25.0,8.0,0.0,2.0,363.0,1114.0,4.0,4.0,8.0,0.0,3.0,127.0,5.0,29.0,11.0,8596.0,32.0,17.0,0.0,46.0,,,3.0,23.0,8.0,29.0,91.0,7.0,0.0,,0
2237359504465,3.0,31.0,0.2708333333333333,3.0,0.0,26.0,27.0,0.0,78.0,22.0,23.0,72.0,25.0,0.0,0,34.0,1898.0,22.0,0,89.50419458142595,34.0,9.0,1.0,6.0,7881.0,3403.0,104.0,9.0,18.0,1.0,0.0,147.0,9.0,39.0,22.0,9749.0,34.0,33.0,0.0,46.0,,,0.0,30.0,22.0,30.0,167.0,21.0,5.0,,0
2237360272621,8.0,32.0,0.09090909090909093,3.0,0.0,59.0,20.0,0.004545454545454545,222.0,16.0,8.0,195.0,45.0,0.0,0,45.0,1217.0,22.0,0,115.10158401184307,50.0,15.0,0.0,3.0,5172.0,301.0,84.0,9.0,26.0,1.0,3.0,147.0,8.0,52.0,22.0,9378.0,59.0,24.0,0.0,35.0,,0.0,5.0,28.0,20.0,29.0,448.0,16.0,3.0,,0
2237361024107,3.0,19.0,0.0,1.0,1.0,31.0,26.0,0.0,82.0,14.0,11.0,75.0,29.0,0.0,0,35.0,4834.0,22.0,0,0.0,33.0,10.0,0.0,3.0,3908.0,2239.0,3.0,5.0,32.0,0.0,2.0,146.0,7.0,39.0,18.0,7149.0,41.0,30.0,0.0,46.0,,,3.0,29.0,28.0,29.0,161.0,13.0,2.0,,0
2237361103201,1.0,29.0,0.07692307692307693,1.0,2.0,20.0,25.0,0.0,59.0,19.0,8.0,50.0,12.0,205.0,0,13.0,8900.0,21.0,0,135.46199119232827,13.0,4.0,0.0,8.0,10958.0,5380.0,286.0,8.0,15.0,1.0,1.0,109.0,7.0,13.0,20.0,6229.0,20.0,26.0,0.0,23.0,,,0.0,28.0,23.0,29.0,90.0,19.0,4.0,,0
2237362089181,1.0,30.0,0.0,3.0,0.0,26.0,21.0,0.04926108374384237,85.0,17.0,11.0,76.0,37.0,0.0,0,34.0,6320.0,21.0,0,27.897224540901504,30.0,41.0,0.0,4.0,3752.0,871.0,1.0,9.0,26.0,0.0,7.0,158.0,10.0,38.0,21.0,13408.0,46.0,11.0,0.0,40.0,0.0,0.0,10.0,27.0,21.0,30.0,203.0,12.0,4.0,,0
2237363695085,1.0,249.0,0.2661290322580645,0.0,0.0,63.0,30.0,0.0,287.0,22.0,30.0,258.0,28.0,0.0,0,65.0,15341.0,21.0,0,2.726846742182205,82.0,6.0,0.0,9.0,72287.0,68100.0,69.0,20.0,31.0,0.0,1.0,226.0,18.0,87.0,21.0,37105.0,63.0,69.0,0.0,50.0,,,4.0,30.0,30.0,30.0,405.0,22.0,12.0,,0
2237364345568,2.0,7.0,0.03571428571428571,1.0,1.0,13.0,7.0,0.014705882352941175,15.0,10.0,0.0,16.0,3.0,0.0,0,9.0,558.0,8.0,0,72.54804243873282,14.0,5.0,0.0,0.0,2345.0,0.0,7.0,1.0,8.0,1.0,1.0,20.0,3.0,16.0,19.0,1006.0,16.0,3.0,0.0,15.0,,,0.0,10.0,19.0,15.0,42.0,14.0,0.0,,0
2237366440209,2.0,5.0,0.4230769230769231,2.0,0.0,12.0,10.0,0.022222222222222227,16.0,14.0,2.0,17.0,12.0,0.0,0,22.0,2750.0,14.0,0,0.0,14.0,,1.0,1.0,1708.0,292.0,153.0,1.0,11.0,1.0,4.0,54.0,3.0,18.0,19.0,7289.0,33.0,9.0,290.0,18.0,,,2.0,17.0,6.0,25.0,74.0,4.0,1.0,,0
2237367630024,0.0,75.0,0.08695652173913042,2.0,0.0,47.0,28.0,0.00583941605839416,187.0,22.0,26.0,163.0,38.0,0.0,0,48.0,6219.0,21.0,0,0.0,59.0,9.0,0.0,2.0,8815.0,4268.0,45.0,8.0,42.0,0.0,2.0,145.0,14.0,66.0,20.0,7162.0,43.0,26.0,0.0,64.0,,0.0,3.0,29.0,24.0,29.0,249.0,21.0,3.0,,1
2237369197744,0.0,32.0,0.0,0.0,0.0,0.0,11.0,0.01212121212121212,0.0,0.0,4.0,0.0,10.0,0.0,0,11.0,1115.0,13.0,0,27.825677206715426,18.0,20.0,0.0,1.0,195.0,219.0,131.0,3.0,8.0,0.0,0.0,50.0,5.0,21.0,16.0,2000.0,15.0,3.0,0.0,15.0,0.0,0.0,0.0,15.0,21.0,15.0,11.0,1.0,1.0,,0
2237370149457,1.0,25.0,0.0,0.0,0.0,33.0,22.0,0.006798866855524079,134.0,20.0,21.0,115.0,53.0,0.0,0,57.0,6639.0,22.0,0,35.7742801955695,58.0,21.0,0.0,7.0,4803.0,7250.0,118.0,15.0,47.0,0.0,1.0,170.0,10.0,61.0,22.0,9517.0,53.0,36.0,0.0,56.0,0.0,0.0,1.0,30.0,20.0,30.0,230.0,16.0,3.0,,0
2237370226201,0.0,134.0,0.08461538461538462,0.0,0.0,36.0,29.0,0.007352941176470587,132.0,22.0,23.0,122.0,46.0,1009.0,0,36.0,20965.0,22.0,0,0.0,44.0,23.0,0.0,7.0,27546.0,13438.0,17.0,16.0,16.0,0.0,1.0,190.0,22.0,59.0,21.0,47932.0,64.0,37.0,4115.0,72.0,0.0,0.0,1.0,30.0,30.0,30.0,234.0,22.0,10.0,,0
2237370226201,1.0,185.0,0.2575757575757576,2.0,2.0,51.0,30.0,0.0,259.0,21.0,29.0,243.0,69.0,0.0,0,59.0,8716.0,22.0,0,0.0,66.0,37.0,1.0,13.0,59398.0,84311.0,106.0,22.0,42.0,1.0,1.0,231.0,32.0,80.0,21.0,26816.0,75.0,53.0,230.0,92.0,0.0,0.0,1.0,30.0,29.0,30.0,431.0,21.0,15.0,,0
2237370724938,5.0,109.0,0.265625,5.0,2.0,35.0,29.0,0.020408163265306117,291.0,22.0,23.0,243.0,25.0,1046.0,0,40.0,13963.0,22.0,0,372.4993094656326,42.0,5.0,0.0,6.0,16347.0,9083.0,249.0,10.0,24.0,3.0,3.0,397.0,9.0,46.0,22.0,17321.0,52.0,66.0,250.0,41.0,,,5.0,30.0,28.0,30.0,532.0,22.0,4.0,,0
2237372329378,1.0,55.0,0.03669724770642202,2.0,1.0,28.0,26.0,0.008955223880597015,90.0,15.0,30.0,83.0,28.0,0.0,0,27.0,2383.0,17.0,0,239.55460619298472,37.0,45.0,0.0,3.0,9623.0,9078.0,68.0,10.0,20.0,2.0,0.0,70.0,11.0,38.0,15.0,8118.0,38.0,10.0,0.0,51.0,,0.0,0.0,23.0,26.0,26.0,172.0,17.0,8.0,,0
2237373229570,0.0,,0.024390243902439025,0.0,0.0,21.0,16.0,0.0078125,52.0,,,45.0,7.0,0.0,0,14.0,1022.0,8.0,0,0.0,21.0,11.0,0.0,,4520.0,,196.0,1.0,5.0,0.0,0.0,26.0,2.0,27.0,17.0,1009.0,24.0,5.0,0.0,19.0,,0.0,,11.0,18.0,22.0,79.0,16.0,5.0,,0
2237374304845,0.0,35.0,0.08080808080808081,2.0,3.0,42.0,24.0,0.0,131.0,12.0,20.0,123.0,28.0,0.0,0,29.0,6285.0,19.0,0,83.58448168503128,36.0,23.0,0.0,5.0,11015.0,8391.0,1.0,18.0,22.0,1.0,1.0,84.0,19.0,42.0,17.0,18146.0,40.0,13.0,0.0,35.0,,0.0,0.0,26.0,30.0,29.0,191.0,12.0,13.0,,0
2237376569682,1.0,144.0,0.16042780748663102,3.0,0.0,52.0,30.0,0.0425531914893617,211.0,22.0,30.0,192.0,95.0,0.0,0,123.0,18435.0,20.0,0,787.1436815418663,124.0,90.0,0.0,16.0,33425.0,25520.0,157.0,28.0,57.0,0.0,0.0,409.0,22.0,166.0,22.0,27822.0,136.0,39.0,0.0,119.0,,0.0,0.0,29.0,30.0,30.0,443.0,22.0,15.0,,0
2237377543451,6.0,69.0,0.1927710843373494,2.0,2.0,42.0,29.0,0.0,148.0,21.0,23.0,123.0,40.0,0.0,0,49.0,1266.0,21.0,0,0.0,46.0,15.0,0.0,7.0,3480.0,2138.0,71.0,5.0,29.0,1.0,2.0,361.0,9.0,55.0,22.0,8116.0,53.0,43.0,1436.0,70.0,,0.0,6.0,27.0,29.0,29.0,316.0,20.0,1.0,,0
2237379776313,6.0,54.0,0.043478260869565216,6.0,2.0,14.0,29.0,0.0,47.0,21.0,13.0,47.0,28.0,0.0,0,20.0,241.0,21.0,0,115.69826394223385,20.0,20.0,0.0,2.0,7804.0,1401.0,29.0,4.0,10.0,1.0,3.0,245.0,1.0,25.0,22.0,6944.0,13.0,38.0,0.0,32.0,,0.0,0.0,28.0,25.0,30.0,61.0,21.0,4.0,,1
2237380681587,4.0,4.0,0.42857142857142855,4.0,0.0,18.0,18.0,0.0,82.0,9.0,4.0,70.0,13.0,0.0,0,32.0,0.0,13.0,0,72.2346436518104,31.0,2.0,0.0,1.0,4547.0,143.0,447.0,2.0,16.0,0.0,3.0,70.0,3.0,37.0,19.0,5405.0,42.0,21.0,0.0,16.0,0.0,,0.0,19.0,5.0,26.0,144.0,6.0,1.0,,0
2237381291074,2.0,0.0,0.0,1.0,1.0,25.0,23.0,0.008620689655172414,44.0,4.0,3.0,41.0,15.0,0.0,0,18.0,2500.0,18.0,0,0.0,29.0,10.0,0.0,1.0,7115.0,390.0,2.0,1.0,5.0,0.0,3.0,49.0,4.0,34.0,12.0,2315.0,22.0,8.0,0.0,31.0,,,0.0,21.0,23.0,28.0,69.0,14.0,6.0,,0
2237381668598,1.0,5.0,0.0,0.0,1.0,20.0,13.0,0.019230769230769232,117.0,9.0,3.0,88.0,11.0,0.0,0,10.0,0.0,5.0,0,4.574255007327797,14.0,1.0,0.0,1.0,3190.0,305.0,60.0,2.0,8.0,0.0,1.0,22.0,1.0,16.0,10.0,2254.0,15.0,3.0,0.0,17.0,,0.0,0.0,7.0,21.0,18.0,133.0,14.0,3.0,,0
2237382776632,4.0,139.0,0.02083333333333333,1.0,1.0,29.0,30.0,0.03164556962025317,190.0,22.0,28.0,166.0,29.0,0.0,0,35.0,3117.0,22.0,0,58.22190856712703,37.0,22.0,0.0,6.0,35859.0,25443.0,56.0,21.0,20.0,0.0,0.0,196.0,19.0,39.0,22.0,13290.0,35.0,40.0,0.0,63.0,,,0.0,30.0,30.0,30.0,262.0,20.0,22.0,,0
2237382776632,4.0,139.0,0.03125,1.0,1.0,29.0,30.0,0.030959752321981424,190.0,22.0,28.0,166.0,29.0,0.0,0,35.0,3117.0,22.0,0,58.22190856712703,37.0,22.0,0.0,6.0,35859.0,25443.0,36.0,21.0,20.0,0.0,0.0,196.0,19.0,39.0,22.0,13290.0,35.0,40.0,0.0,63.0,,,0.0,30.0,30.0,30.0,262.0,20.0,22.0,,0
2237385291198,3.0,87.0,0.014814814814814815,3.0,5.0,51.0,29.0,0.0054054054054054074,227.0,13.0,18.0,216.0,48.0,675.0,0,75.0,16668.0,21.0,0,73.83203380857955,96.0,9.0,0.0,9.0,25444.0,26753.0,52.0,33.0,25.0,0.0,2.0,180.0,40.0,98.0,13.0,33467.0,51.0,48.0,236.0,82.0,,0.0,4.0,30.0,27.0,30.0,388.0,13.0,23.0,,0
2237387266193,10.0,101.0,0.15789473684210525,7.0,5.0,56.0,30.0,0.010204081632653059,267.0,21.0,20.0,262.0,105.0,0.0,1,73.0,12794.0,21.0,0,0.0,71.0,16.0,4.0,10.0,23000.0,12902.0,5.0,30.0,33.0,3.0,11.0,414.0,30.0,86.0,21.0,34190.0,96.0,93.0,327.0,83.0,0.0,0.0,24.0,30.0,29.0,30.0,472.0,21.0,14.0,,0
2237391813608,4.0,113.0,0.05357142857142857,5.0,4.0,43.0,29.0,0.003076923076923077,196.0,21.0,30.0,179.0,76.0,562.0,0,59.0,3533.0,21.0,0,33.04608603758023,72.0,31.0,0.0,10.0,32788.0,20043.0,4.0,30.0,44.0,2.0,12.0,217.0,37.0,76.0,21.0,23304.0,51.0,69.0,964.0,103.0,,0.0,6.0,30.0,19.0,30.0,294.0,21.0,19.0,,0
2237395129364,0.0,,0.5714285714285714,0.0,0.0,9.0,11.0,0.0,22.0,,,19.0,12.0,0.0,0,6.0,0.0,9.0,0,49.1960231182056,4.0,0.0,0.0,,697.0,,7.0,0.0,3.0,0.0,0.0,34.0,2.0,7.0,10.0,1638.0,14.0,9.0,0.0,14.0,,,,12.0,17.0,16.0,39.0,2.0,1.0,,0
2237410528012,1.0,76.0,0.4472049689440994,2.0,1.0,70.0,30.0,0.022388059701492536,502.0,22.0,30.0,414.0,47.0,0.0,0,100.0,3489.0,20.0,0,10.543252923206573,115.0,17.0,0.0,8.0,21438.0,17486.0,109.0,14.0,56.0,1.0,2.0,290.0,12.0,127.0,22.0,11864.0,88.0,62.0,0.0,72.0,0.0,0.0,2.0,29.0,29.0,30.0,636.0,22.0,7.0,,0
2237412023900,2.0,175.0,0.04072398190045249,8.0,0.0,55.0,30.0,0.0,383.0,22.0,30.0,310.0,57.0,0.0,0,61.0,20190.0,20.0,0,40.92172321554273,77.0,28.0,0.0,13.0,24494.0,18443.0,43.0,24.0,31.0,1.0,3.0,353.0,27.0,83.0,22.0,29530.0,68.0,72.0,681.0,51.0,0.0,0.0,0.0,28.0,30.0,30.0,612.0,22.0,13.0,,0
2237412494883,0.0,3.0,0.08620689655172414,4.0,0.0,25.0,15.0,0.018382352941176468,50.0,4.0,11.0,40.0,17.0,0.0,0,25.0,4290.0,11.0,0,0.0,33.0,25.0,1.0,1.0,9706.0,3773.0,32.0,7.0,19.0,1.0,1.0,47.0,9.0,37.0,14.0,6199.0,24.0,19.0,0.0,27.0,,0.0,2.0,17.0,19.0,21.0,60.0,16.0,5.0,,0
2237412638628,1.0,23.0,0.1111111111111111,5.0,1.0,13.0,28.0,0.0,51.0,12.0,21.0,47.0,30.0,0.0,0,45.0,2293.0,20.0,0,47.23152087339978,42.0,23.0,0.0,4.0,9651.0,4694.0,88.0,15.0,20.0,1.0,1.0,144.0,9.0,47.0,17.0,6211.0,39.0,40.0,0.0,59.0,,0.0,1.0,28.0,6.0,29.0,116.0,15.0,6.0,,0
2237415673355,1.0,138.0,0.10526315789473684,12.0,3.0,36.0,30.0,0.015384615384615384,263.0,20.0,29.0,220.0,37.0,0.0,0,45.0,1212.0,22.0,0,37.62626375467799,46.0,4.0,0.0,6.0,11547.0,6537.0,8.0,1.0,24.0,3.0,5.0,252.0,4.0,67.0,20.0,12501.0,55.0,27.0,611.0,44.0,,,5.0,30.0,30.0,30.0,309.0,20.0,4.0,,0
2237418902299,0.0,0.0,0.05607476635514018,0.0,1.0,9.0,28.0,0.0213903743315508,21.0,0.0,0.0,14.0,1.0,0.0,0,13.0,705.0,21.0,0,12.741591217250585,14.0,8.0,0.0,0.0,3630.0,0.0,22.0,2.0,9.0,0.0,1.0,234.0,2.0,16.0,18.0,8196.0,14.0,41.0,0.0,48.0,,0.0,1.0,30.0,25.0,30.0,30.0,16.0,3.0,,0
2237419865808,1.0,70.0,0.0425531914893617,4.0,3.0,17.0,28.0,0.007352941176470587,131.0,20.0,20.0,105.0,44.0,0.0,0,25.0,10449.0,19.0,0,31.24614889738733,24.0,101.0,2.0,5.0,9773.0,6000.0,1.0,4.0,16.0,2.0,1.0,218.0,13.0,26.0,22.0,15337.0,32.0,71.0,0.0,37.0,,,3.0,29.0,27.0,30.0,237.0,19.0,3.0,,0
2237420635189,3.0,107.0,0.06550218340611354,8.0,1.0,71.0,30.0,0.0,321.0,22.0,30.0,275.0,42.0,0.0,0,61.0,6569.0,21.0,0,186.80626715611163,85.0,8.0,0.0,7.0,27436.0,13652.0,0.0,13.0,38.0,3.0,2.0,361.0,7.0,101.0,22.0,12893.0,67.0,77.0,0.0,54.0,,0.0,2.0,30.0,29.0,30.0,553.0,22.0,11.0,,0
2237423249752,3.0,17.0,0.1,1.0,4.0,25.0,23.0,0.0,38.0,13.0,11.0,33.0,31.0,0.0,0,56.0,3547.0,19.0,0,0.0,46.0,16.0,0.0,3.0,4690.0,931.0,79.0,14.0,40.0,0.0,1.0,119.0,4.0,51.0,20.0,6064.0,52.0,28.0,0.0,37.0,,0.0,1.0,26.0,18.0,29.0,138.0,12.0,3.0,,0
2237423295721,0.0,50.0,0.2195121951219512,3.0,0.0,21.0,21.0,0.0064516129032258064,85.0,20.0,21.0,71.0,30.0,0.0,0,45.0,1574.0,17.0,0,120.0523504838454,46.0,4.0,0.0,3.0,3066.0,1458.0,12.0,9.0,15.0,2.0,2.0,96.0,7.0,56.0,21.0,11019.0,32.0,15.0,0.0,29.0,,0.0,3.0,24.0,28.0,27.0,173.0,16.0,2.0,,0
2237423375986,0.0,71.0,0.009259259259259259,0.0,1.0,38.0,24.0,0.0189873417721519,158.0,22.0,25.0,131.0,82.0,0.0,0,72.0,4130.0,20.0,0,16.89785582034283,82.0,46.0,0.0,3.0,13525.0,3865.0,86.0,10.0,20.0,0.0,0.0,209.0,20.0,95.0,21.0,17392.0,77.0,33.0,0.0,85.0,0.0,0.25,0.0,27.0,23.0,30.0,295.0,22.0,11.0,,0
2237424410539,7.0,2.0,0.125,4.0,0.0,49.0,15.0,0.0,250.0,20.0,29.0,226.0,26.0,0.0,0,46.0,1944.0,16.0,0,86.75048293625242,56.0,5.0,0.0,6.0,6375.0,4936.0,3.0,9.0,26.0,0.0,0.0,98.0,2.0,62.0,22.0,3191.0,52.0,18.0,0.0,26.0,,,0.0,21.0,17.0,23.0,508.0,20.0,3.0,,0
2237425548253,2.0,15.0,0.060606060606060615,1.0,3.0,17.0,29.0,0.0,54.0,17.0,11.0,46.0,25.0,0.0,0,32.0,2819.0,20.0,0,0.0,28.0,1.0,0.0,3.0,5306.0,353.0,5.0,3.0,21.0,1.0,3.0,150.0,4.0,30.0,20.0,5675.0,35.0,29.0,0.0,43.0,,0.0,5.0,28.0,19.0,30.0,109.0,18.0,4.0,,0
2237425673734,5.0,80.0,0.0625,5.0,0.0,24.0,30.0,0.003076923076923077,198.0,20.0,28.0,152.0,59.0,0.0,0,69.0,2272.0,21.0,0,4.8783116725044975,66.0,18.0,0.0,5.0,9408.0,10601.0,113.0,11.0,34.0,0.0,2.0,278.0,9.0,80.0,22.0,13429.0,77.0,72.0,0.0,86.0,,0.0,1.0,30.0,29.0,30.0,355.0,22.0,5.0,,0
2237426319355,1.0,103.0,0.14666666666666667,1.0,1.0,34.0,26.0,0.006944444444444444,185.0,22.0,29.0,160.0,34.0,0.0,0,52.0,2254.0,20.0,0,250.55303487007006,61.0,26.0,0.0,3.0,11434.0,6515.0,3.0,11.0,24.0,0.0,0.0,253.0,6.0,66.0,22.0,10320.0,40.0,43.0,0.0,63.0,,0.0,0.0,26.0,29.0,27.0,360.0,22.0,4.0,,0
2237426371677,0.0,,0.175,0.0,0.0,31.0,8.0,0.0,51.0,,,49.0,24.0,0.0,0,35.0,1822.0,16.0,0,21.261453644579362,39.0,7.0,0.0,,2120.0,,2.0,4.0,18.0,0.0,2.0,70.0,9.0,54.0,20.0,4201.0,47.0,12.0,0.0,27.0,,0.0,,22.0,18.0,21.0,111.0,9.0,1.0,,0
2237426371677,1.0,4.0,0.07352941176470587,0.0,1.0,17.0,21.0,0.0,38.0,4.0,0.0,25.0,25.0,0.0,0,50.0,673.0,18.0,1,50.38682845086915,38.0,5.0,0.0,0.0,5917.0,0.0,3.0,6.0,19.0,0.0,0.0,130.0,10.0,57.0,19.0,7511.0,44.0,19.0,184.0,46.0,,0.0,0.0,26.0,26.0,27.0,58.0,10.0,5.0,,0
2237426428212,2.0,22.0,0.8363636363636363,2.0,1.0,15.0,22.0,0.0,80.0,19.0,16.0,71.0,17.0,0.0,0,21.0,3084.0,21.0,0,60.42402557533927,21.0,3.0,0.0,2.0,9135.0,4309.0,149.0,5.0,10.0,2.0,3.0,124.0,3.0,23.0,21.0,8950.0,25.0,24.0,0.0,18.0,,,7.0,29.0,25.0,30.0,173.0,14.0,4.0,,0
2237426772150,2.0,14.0,0.43478260869565216,1.0,3.0,35.0,23.0,0.0,85.0,22.0,8.0,77.0,14.0,0.0,0,29.0,3668.0,21.0,1,0.0,29.0,7.0,0.0,2.0,14126.0,1808.0,3.0,11.0,11.0,1.0,1.0,168.0,5.0,35.0,22.0,7356.0,30.0,47.0,0.0,41.0,0.0,,1.0,30.0,24.0,30.0,164.0,21.0,8.0,,0
2237426772150,2.0,14.0,0.19767441860465115,1.0,3.0,35.0,23.0,0.00911854103343465,85.0,22.0,8.0,77.0,14.0,0.0,0,29.0,3668.0,21.0,1,0.0,29.0,7.0,0.0,2.0,14126.0,1808.0,0.0,11.0,11.0,1.0,1.0,168.0,5.0,35.0,22.0,7356.0,30.0,47.0,0.0,41.0,,0.0,1.0,30.0,24.0,30.0,164.0,21.0,8.0,,0
2237427105837,7.0,80.0,0.42105263157894735,19.0,3.0,38.0,27.0,0.013888888888888888,143.0,15.0,26.0,142.0,20.0,0.0,0,21.0,6705.0,16.0,0,136.5215053763441,31.0,8.0,1.0,5.0,7711.0,5520.0,33.0,12.0,22.0,4.0,10.0,73.0,13.0,36.0,16.0,9714.0,21.0,20.0,0.0,32.0,,0.0,17.0,25.0,28.0,29.0,243.0,13.0,7.0,,0
2237427786003,9.0,54.0,0.03763440860215054,3.0,1.0,45.0,29.0,0.0125,149.0,22.0,25.0,134.0,51.0,0.0,0,67.0,1595.0,21.0,0,98.8566982359306,69.0,19.0,0.0,6.0,10118.0,4526.0,2.0,15.0,39.0,2.0,4.0,240.0,14.0,73.0,22.0,14435.0,61.0,57.0,0.0,79.0,,0.0,6.0,30.0,29.0,30.0,414.0,22.0,5.0,,0
2237428330083,0.0,26.0,0.3902439024390244,0.0,0.0,17.0,23.0,0.0,40.0,21.0,23.0,36.0,26.0,0.0,0,35.0,2934.0,19.0,0,0.0,33.0,18.0,0.0,6.0,11888.0,9350.0,34.0,14.0,25.0,0.0,0.0,145.0,7.0,37.0,22.0,6068.0,30.0,24.0,0.0,48.0,,,0.0,27.0,22.0,28.0,76.0,21.0,11.0,,0
2237430688385,6.0,0.0,0.0,9.0,2.0,31.0,15.0,0.0045662100456621,92.0,3.0,9.0,101.0,15.0,0.0,0,48.0,2575.0,19.0,0,0.0,49.0,5.0,3.0,1.0,8277.0,6372.0,95.0,9.0,15.0,2.0,0.0,64.0,3.0,54.0,22.0,1981.0,41.0,13.0,0.0,37.0,,0.0,0.0,26.0,15.0,26.0,187.0,16.0,10.0,,0
2237431013324,0.0,17.0,0.0,1.0,1.0,20.0,22.0,0.0,68.0,14.0,15.0,57.0,25.0,0.0,0,36.0,914.0,20.0,0,0.0,37.0,2.0,0.0,3.0,2684.0,1571.0,1.0,6.0,15.0,0.0,0.0,171.0,7.0,46.0,22.0,8222.0,19.0,53.0,0.0,52.0,,,0.0,29.0,19.0,30.0,116.0,17.0,2.0,,0
2237431013324,0.0,17.0,0.3333333333333333,1.0,1.0,20.0,22.0,0.0,68.0,14.0,15.0,57.0,25.0,0.0,0,36.0,914.0,20.0,0,107.7662441746564,37.0,2.0,0.0,3.0,2684.0,1571.0,116.0,6.0,15.0,0.0,0.0,171.0,7.0,46.0,22.0,8222.0,19.0,53.0,0.0,52.0,,0.0,0.0,29.0,19.0,30.0,116.0,17.0,2.0,,0
2237431196383,1.0,4.0,0.08333333333333333,0.0,0.0,19.0,19.0,0.0,54.0,17.0,12.0,52.0,14.0,0.0,0,31.0,1832.0,19.0,0,157.24309904894457,34.0,5.0,0.0,2.0,5813.0,3854.0,2033.0,7.0,21.0,0.0,1.0,100.0,4.0,40.0,19.0,4940.0,30.0,23.0,0.0,22.0,0.0,0.0,0.0,28.0,20.0,30.0,114.0,17.0,7.0,,0
2237431196383,0.0,0.0,0.04878048780487805,0.0,0.0,24.0,7.0,0.0,46.0,6.0,4.0,44.0,25.0,0.0,0,28.0,187.0,12.0,0,36.81180280676502,31.0,4.0,0.0,1.0,6160.0,804.0,15.0,6.0,14.0,0.0,0.0,41.0,4.0,44.0,18.0,3247.0,40.0,4.0,0.0,24.0,,0.0,0.0,15.0,16.0,24.0,77.0,14.0,9.0,,0
2237432977569,2.0,74.0,0.272,10.0,1.0,35.0,28.0,0.0,152.0,22.0,27.0,141.0,33.0,0.0,0,61.0,28047.0,19.0,0,0.0,64.0,40.0,4.0,9.0,37000.0,28640.0,14.0,25.0,25.0,4.0,4.0,192.0,14.0,68.0,21.0,36463.0,44.0,48.0,0.0,33.0,,0.0,3.0,28.0,27.0,29.0,320.0,21.0,14.0,,0
